Topic,Source,Date Accessed,Question,Answer,Source:
Vaccine Info for Specific Groups,Department of Health,04/01/2021,Why are children not included in the eligible groups to be vaccinated?,"Results from Phase II and Phase III trials of COVID-19 vaccines are currently insufficient for the pediatric age group (<18 yrs old), limiting health experts from formulating any recommendations. Further studies will help in the future inclusion of children for vaccination.",https://doh.gov.ph/node/28403
Vaccine Info for Specific Groups,Department of Health,04/01/2021,Why are children not included in the priority groups to be vaccinated?,"Results from Phase II and Phase III trials of COVID-19 vaccines are currently insufficient for the pediatric age group (<18 yrs old), limiting health experts from formulating any recommendations. Further studies will help in the future inclusion of children for vaccination.",https://doh.gov.ph/node/28403
Vaccine Info for Specific Groups,Department of Health,04/01/2021,Why are children not included in the priority groups?,"Results from Phase II and Phase III trials of COVID-19 vaccines are currently insufficient for the pediatric age group (<18 yrs old), limiting health experts from formulating any recommendations. Further studies will help in the future inclusion of children for vaccination.",https://doh.gov.ph/node/28403
Getting Vaccinated,Department of Health,04/02/2021,How long before vaccination should screening be done?,"Individuals not belonging to special populations, like those who are immunodeficient or senior citizens with special conditions (i.e. bedridden, in vegetative state, with limited life expectancy), may have their health profiling, provision of informed consent, and screening on the same day of vaccination. Otherwise, they shall first obtain medical clearance from their attending physicians to discuss vaccine-specific risks and benefits.",https://doh.gov.ph/taxonomy/term/9972
Vaccine Distribution,Department of Health,04/02/2021,An expected challenge in convincing the eligible population to consent to the vaccination are news about deaths and serious side effects related to the vaccine. What can be done to manage this information?,"DOH, FDA, and NTF continue to reassure the public that stringent monitoring processes are in place with regard to data regarding AEFIs. The DOH and FDA continue to encourage all health workers to get vaccinated especially now that we are seeing a surge in COVID-19 cases. Millions of people around the world have received the vaccine, and evidence continues to show that the benefit of vaccination outweighs the risk of severe disease and death caused by COVID-19.",https://doh.gov.ph/taxonomy/term/9972
Vaccine Safety,Department of Health,04/02/2021,What is the required age for vaccination?,"This will depend on the vaccine. For those currently available, Sinovac can be given to clinically healthy individuals 18 to 59 years old, while AstraZeneca can be given to those 18 years old and above, including senior citizens.

DOH shall develop a Department Memorandum for every COVID vaccine to be deployed in the country and this DM shall indicate the target or recommended age groups per vaccine.",https://doh.gov.ph/taxonomy/term/9972
Vaccines General Info,Department of Health,04/02/2021,Why can't the government be transparent about the unit acquisition cost or price range of each brand of vaccine?,These agreements are covered by confidentiality agreements so disclosure may be done once the agreements are finalized. The government assures the public that prices will be fair and properly assessed for whichever brands of vaccine will be procured.,https://doh.gov.ph/taxonomy/term/9972
Vaccines General Info,Department of Health,04/02/2021,Will the COVID-19 VIMS-IR be used to monitor those who have already been vaccinated?,The Vaccine Information Management System - Immunization Registry (VIMS-IR) is used only for masterlisting and as the registry of eligible population. Health facilities and vaccination centers upload their data or linelist of those who were vaccinated to the VIMS - Vaccine Administration System (VAS).,https://doh.gov.ph/taxonomy/term/9972
Vaccine Efficacy,Department of Health,04/02/2021,What are the antibody levels post-vaccination and how soon are these formed?,"Clinical trial data show that this varies per individual and that different vaccines have different durations for developing antibodies. Based on available information on reported vaccine efficacy from published Phase III interim results:
1. Pfizer: 7 days after the 2nd dose
2. AstraZeneca: 14 days after the 2nd dose
3. Gamaleya Sputnik V: 21 days after the 1st dose
4. Moderna: 14 days after the 2nd dose",https://doh.gov.ph/taxonomy/term/9972
Vaccine Efficacy,Department of Health,04/02/2021,How long does it take for the vaccines to take effect?,"Clinical trial data show that this varies per individual and that different vaccines have different durations for developing antibodies. Based on available information on reported vaccine efficacy from published Phase III interim results:
1. Pfizer: 7 days after the 2nd dose
2. AstraZeneca: 14 days after the 2nd dose
3. Gamaleya Sputnik V: 21 days after the 1st dose
4. Moderna: 14 days after the 2nd dose",https://doh.gov.ph/taxonomy/term/9972
Vaccines General Info,Department of Health,04/02/2021,Why do clinical trials need to be conducted in barangays with high incidence rates?,Clinical trials are normally conducted in areas with a high transmission rate to determine if the vaccine is effective. This is due to the high probability of exposure to the virus.,https://doh.gov.ph/taxonomy/term/9972
Getting Vaccinated,Department of Health,04/02/2021,What sites or areas will be designated as vaccination sites or implementing units for the vaccination program?,"Implementing units are those allowed to conduct vaccination activities. These are the following: a) hospitals, medical centers, infirmaries, b) rural health units, c) private clinics, and d) health facilities of government agencies.",https://doh.gov.ph/taxonomy/term/9972
Vaccines General Info,Department of Health,04/01/2021,Where can I avail of the vaccine?,The national government is working in partnership with our local governments to get the vaccines to you. Your local government unit will arrange for the registration and scheduling of vaccination. You may contact your LGU for more information.,https://doh.gov.ph/taxonomy/term/9804
Getting Vaccinated,Department of Health,04/02/2021,Where can we get vaccination?,The national government is working in partnership with our local governments to get the vaccines to you. Your local government unit will arrange for the registration and scheduling of vaccination. You may contact your LGU for more information.,https://doh.gov.ph/taxonomy/term/9972
Getting Vaccinated,Department of Health,04/02/2021,Where can we get vaccinated?,The national government is working in partnership with our local governments to get the vaccines to you. Your local government unit will arrange for the registration and scheduling of vaccination. You may contact your LGU for more information.,https://doh.gov.ph/taxonomy/term/9972
Vaccines General Info,Department of Health,04/02/2021,Will there be parallel information dissemination activities to be conducted in communities to minimize fear of getting the vaccine?,"Yes, aside from the information dissemination activities at the national level, there is expected to be parallel social mobilization and community engagement activities at the local level to be spearheaded by the local government units.",https://doh.gov.ph/taxonomy/term/9972
Vaccine Info for Specific Groups,Department of Health,04/02/2021,Why are children not included in the eligible groups to be vaccinated?,"Results from Phase II and Phase III trials of COVID-19 vaccines are currently insufficient for the pediatric age group (<18 yrs old), limiting health experts from formulating any recommendations. Further studies will help in the future inclusion of children for vaccination.",https://doh.gov.ph/taxonomy/term/9972
Vaccine Info for Specific Groups,Department of Health,04/02/2021,Can I vaccinate my kid?,"Results from Phase II and Phase III trials of COVID-19 vaccines are currently insufficient for the pediatric age group (<18 yrs old), limiting health experts from formulating any recommendations. Further studies will help in the future inclusion of children for vaccination.",https://doh.gov.ph/taxonomy/term/9972
Vaccine Info for Specific Groups,Department of Health,04/02/2021,Can my kid get the vaccine?,"Results from Phase II and Phase III trials of COVID-19 vaccines are currently insufficient for the pediatric age group (<18 yrs old), limiting health experts from formulating any recommendations. Further studies will help in the future inclusion of children for vaccination.",https://doh.gov.ph/taxonomy/term/9972
Vaccine Info for Specific Groups,Department of Health,04/02/2021,Can I vaccinate my child?,"Results from Phase II and Phase III trials of COVID-19 vaccines are currently insufficient for the pediatric age group (<18 yrs old), limiting health experts from formulating any recommendations. Further studies will help in the future inclusion of children for vaccination.",https://doh.gov.ph/taxonomy/term/9972
Vaccine Info for Specific Groups,Department of Health,04/02/2021,Can my child get the vaccine?,"Results from Phase II and Phase III trials of COVID-19 vaccines are currently insufficient for the pediatric age group (<18 yrs old), limiting health experts from formulating any recommendations. Further studies will help in the future inclusion of children for vaccination.",https://doh.gov.ph/taxonomy/term/9972
Vaccine Info for Specific Groups,Department of Health,04/02/2021,Can my baby get the vaccine?,"Results from Phase II and Phase III trials of COVID-19 vaccines are currently insufficient for the pediatric age group (<18 yrs old), limiting health experts from formulating any recommendations. Further studies will help in the future inclusion of children for vaccination.",https://doh.gov.ph/taxonomy/term/9972
Vaccine Brands,Department of Health,04/02/2021,Can a second dose of a different brand be administered to a vaccinee?,"No. The same brand is required to be given for a 2nd dose, to ensure the maximum protection of the vaccinee. The DOH is coordinating with the Local Government Units to ensure allocation of adequate doses of the same Philippine FDA-approved vaccine brand.",https://doh.gov.ph/taxonomy/term/9972
Vaccine Brands,Department of Health,04/02/2021,Cat I get a different brand for my second dose?,"No. The same brand is required to be given for a 2nd dose, to ensure the maximum protection of the vaccinee. The DOH is coordinating with the Local Government Units to ensure allocation of adequate doses of the same Philippine FDA-approved vaccine brand.",https://doh.gov.ph/taxonomy/term/9972
Vaccines General Info,Department of Health,04/02/2021,Will the COVID-19 VIMS-IR be centralized in DOH and be connected or aligned across the different LGUs?,DOH will have central access to all of this data including those that are vaccinated. It is stored centrally at DICT. DOH CHDs have been given access to their appropriate data.,https://doh.gov.ph/taxonomy/term/9972
Vaccine Efficacy,Department of Health,04/02/2021,"When comparing efficacy of vaccines, do different age groups have varying results based on clinical trials?","There a lot of factors that can affect vaccine efficacy and age is just one of these factors. Others include:
1. Technology platform used
2. Clinical trial design
3. Health status of clinical trial participants (e.g. presence of comorbidities, HIV-exposure etc. )
4. COVID-19 risk exposure
5. Ethnicity

Hence, when clinical trial results are presented, an overall vaccine efficacy is usually indicated then a vaccine efficacy for the different subgroups (e.g. according to age group, ethnicity) may also be indicated. For the vaccines already approved by Philippine FDA for emergency use, the following are the age groups in which they are allowed to be administered:
1. Pfizer-BioNTech - 16 years old and above
2. AstraZeneca - 18 years old and above
3. Sinovac - 18 to 59 years old
4. Gameleya Sputnik V - 18 years old and above

The EUA terms and conditions can be updated as more clinical trial data becomes available from additional age groups or specific population groups.",https://doh.gov.ph/taxonomy/term/9972
Vaccine Info for Specific Groups,Department of Health,04/02/2021,Are there clinical trials involving children to test the safety and efficacy of vaccines on them?,The Phase 3 trials that are published enrolled patients as young as 16 (Pfizer) to 18 (Moderna) years old. Trials are underway to look at the vaccines’ safety and efficacy in children.,https://doh.gov.ph/taxonomy/term/9972
Vaccines General Info,Department of Health,04/02/2021,Is there a guide or some best practices that can be shared on how to deal with people spreading misinformation and fake news about COVID-19 on our official Facebook pages?,"Knowing the right information is crucial in making an informed decision. It is highly encouraged to make fact-checking a habit. Verify with legitimate sources such as the DOH Facebook Page and Website. For any fake news encountered online, kindly report through the DOH’s KIRA Chatbot which can be accessed through Viber or Messenger.",https://doh.gov.ph/taxonomy/term/9972
Getting Vaccinated,Department of Health,04/02/2021,How does the government plan to administer vaccines requiring two doses?,"The government will make sure that those given with 1st dose will also be given their second dose on time. For example, if we have 50,000 doses available, we will only vaccinate the 25,000 eligible population to make sure that they will be given their second doses accordingly.",https://doh.gov.ph/taxonomy/term/9972
Getting Vaccinated,Department of Health,04/02/2021,Who is included in the masterlisting?,All Filipinos will need to be masterlisted with their full health profile prior to vaccination. But the first phase will involve all frontline health workers in the public and private sector. The schedule of masterlisting will be consistent with the ordering of prioritization in the National Vaccine Deployment Plan.,https://doh.gov.ph/taxonomy/term/9972
Getting Vaccinated,Department of Health,04/02/2021,Why do we need to conduct clinical trials?,"Every new therapy, vaccine, or diagnostic procedure in medicine should undergo clinical trials which will require participation of volunteers. These provide a scientific basis or guidance for use.",https://doh.gov.ph/taxonomy/term/9972
Getting Vaccinated,Department of Health,04/02/2021,"How much of the population is needed for clinical trials to deem the vaccines being tested as ""safe""?","Clinical trials have several stages:
Phase 1: The candidate  vaccine is given to a small number (10-100) of healthy adults with the primary aim of assessing safety
Phase 2: If the candidate vaccine is found safe in Phase 1, it will be given to 100-1000 participants to determine how effectively it stimulates immune response and if there are any side effects
Phase 3: If the vaccine is found to be safe and effective in Phase 2, it will be given to thousands of people (as much as ~30K) to determine if it protects a large population from the disease and whether there are any uncommon or serious side effects.

Even for vaccines that will eventually be given approval, monitoring of people who are vaccinated will still be done as there are very rare (i.e. 1 in 100,000 or 1 in 500,000 people) side effects that large clinical trials may not capture or the clinical trials may not have included groups who may have higher risk of side effects than those who participated in the trials (e.g. pregnant women, older population).",https://doh.gov.ph/taxonomy/term/9972
Vaccines General Info,Department of Health,04/02/2021,Where can healthcare workers volunteer to be vaccinators for the WHO Solidarity Trials?,You may contact Dr. Zen Zordilla (Project Manager) through email at zdzordilla@up.edu.ph or landline of the PGH Infectious Disease Section at (02)8-5251062.,https://doh.gov.ph/taxonomy/term/9972
Vaccines General Info,Department of Health,04/02/2021,Are there available paraphernalia or manuals that healthcare workers can use in counselling vaccine hesitant patients?,Various IEC materials are available to assist healthcare workers in addressing queries and concerns of vaccine-hesitant patients. Healthcare workers may access the materials uploaded on Google Drive through http://bit.ly/COVID19VaxMaterials4Partners. Please keep checking this Drive as we will continue to update and develop more materials in the future.,https://doh.gov.ph/taxonomy/term/9972
Vaccine Brands,Department of Health,04/02/2021,Which applications for EUA have been approved?,"As of March 19, 2021, the Philippine FDA has issued an EUA to the Pfizer-BioNTech, AztraZeneca Pharmaceuticals, Sinovac, and Gamaleya Sputnik V COVID-19 vaccines. The FDA continues to accept applications for EUA.",https://doh.gov.ph/taxonomy/term/9972
Vaccine Doses and Frequency,Department of Health,04/02/2021,What is the interval between the 1st and 2nd dose of COVID vaccine?,"Interval of doses varies per vaccine. For those currently available, Sinovac is taken 4 weeks (28 days) apart, while AstraZeneca is taken 4 to 12 weeks apart.",https://doh.gov.ph/taxonomy/term/9972
Vaccine Doses and Frequency,Department of Health,04/02/2021,What is the interval between the first and second dose of COVID vaccine?,"Interval of doses varies per vaccine. For those currently available, Sinovac is taken 4 weeks (28 days) apart, while AstraZeneca is taken 4 to 12 weeks apart.",https://doh.gov.ph/taxonomy/term/9972
Clinical Trials,Department of Health,04/02/2021,"If I am a frontline health worker who is part of Phase 1 for masterlisting, where do I register or sign-up?",You will need to register through the Human Resource or Administrative Office of the health facility which you belong to.,https://doh.gov.ph/taxonomy/term/9972
Clinical Trials,Department of Health,04/02/2021,What is a vaccine clinical trial?,These are medical studies that involve people. The main objective is to evaluate how safe and how effective the vaccines under investigation are for humans before licensed for use. Vaccine clinical trials look at the comparison between outcomes in those vaccinated and those who aren’t to see if protection is observed.,https://doh.gov.ph/taxonomy/term/9972
Clinical Trials,Department of Health,04/02/2021,Will the available and candidate vaccines go through Phase 4 clinical trials?,"Once granted a certificate of product registration or marketing approval by National Regulatory Authorities, all candidate vaccines will undergo Phase IV clinical trial or post-marketing surveillance intended to understand the benefits and risks of the approved vaccine over time.

It may be noted that in the Philippines, the Universal Healthcare Law requires the completion of Phase IV clinical trials before the  government can procure vaccines.  However, as the country is now in a state of pandemic, this provision is waived temporarily for COVID-19 vaccine candidates and treatments in line with the implementation of the Bayanihan to Heal as One Act.",https://doh.gov.ph/taxonomy/term/9972
Vaccine Safety,World Health Organization,3/31/2021,What are the side effects?,"Like any vaccine, COVID-19 vaccines can cause mild side effects, such as a low-grade fever or pain or redness at the injection site. Most reactions to vaccines are mild and go away within a few days on their own. More serious or long-lasting side effects to vaccines are possible but extremely rare. Vaccines are continually monitored to detect rare adverse events. Reported side effects to COVID-19 vaccines have mostly been mild to moderate and short-lasting. They include: fever, fatigue, headache, muscle pain, chills, diarrhoea, and pain at the injection site. The chances of any of these side effects following vaccination differ according to the specific COVID-19 vaccine.",
Vaccines General Info,Department of Health,04/02/2021,Can I stop wearing a mask after?,"Since it takes time for your body to build protection after any vaccination, you are only protected until a week or two after your second shot.  Even then, vaccines are just one of the many tools for us to stop the pandemic.

We all need to continue wearing masks, staying at least 1 meter away from others, avoiding crowds, and washing hands often to protect yourself and your family.",https://doh.gov.ph/node/28000
Vaccine Safety,Department of Health,04/01/2021,What do I do on the day of the vaccination?,"a.  Go to your assigned vaccination site on time - of course wearing your mask and face shield.
b.  Before getting your shot, you will sign an informed consent form signifying your willingness to be vaccinated and that you are aware of the benefits and risks of the vaccine.

Follow the minimum health standards protocols in your vaccination site to keep everyone safe (e.g. physical distancing appropriately).

c.  Immediately after being vaccinated, you will receive your vaccination card and you will be asked to stay in the facility for 1 hour before you can go home. This is to allow your health care providers to monitor if you will experience any unusual symptoms, or what we call adverse events.  Because we take safety seriously, monitoring will continue for until 12 months after you get your shot.",
Vaccine Info for Specific Groups,Department of Health,04/01/2021,What do I do if my blood pressure rises during vaccination?,"Before getting vaccinated, relax and do not be nervous  in line. Do not drink coffee or any caffeinated drinks 30 minutes before taking of blood pressure. Avoid eating before vaccination, do not smoke, and urinate if you feel the urge to. Avoid drinking pain relievers or medicine for colds that may cause your BP to rise. 

After vaccination, relax. You may do deep breathing exercises for 3-5 minutes (inhale through nose for 3 counts, hold breath for 2 counts, exhale through mouth for 4 counts). If there are no severe side effects, you may go home after 30 minutes to 1 hour. Consult with your doctor the next day.",https://doh.gov.ph/node/28471
Vaccine Distribution,Department of Health,04/01/2021,Why is there a priority list for vaccination?,"With the initial limited supply, frontline health workers and uniformed personnel are prioritized since they have higher risk of exposure while on duty and to allow them to continue fulfilling their duties in both the public and private sectors. Vulnerable groups such as the elderly and the indigent population, are prioritized guided by the principle of equity.",
Vaccine Distribution,Department of Health,04/01/2021,How can I get the vaccine?,"The national government is working in partnership with our local governments to get the vaccines to you. Your local government unit will arrange for the registration and scheduling of vaccination.

Please wait for specific instructions and announcements from your mayor or governor.",https://doh.gov.ph/Vaccines/About-COVID-19-Vaccines
Vaccine Efficacy,Department of Health,04/02/2021,Will I never have covid again if I get vaccinated?,"Due to the relatively short observation period for Phase 3 trials, the actual duration of immunity that the vaccines provide is currently unknown. This is still being determined through continuous monitoring of the vaccine recipients in the trials. Until this is established, we must continue practicing minimum public health standards/BIDA behaviors - bawal walang face mask at face shield, i-sanitize ang kamay, dumistansya ng isang metro, at alamin ang tamang impormasyon.","DOH Master FAQs March 24, 2021"
Vaccine Efficacy,Department of Health,04/02/2021,How long will the immunity provided by the vaccine last?,"Due to the relatively short observation period for Phase 3 trials, the actual duration of immunity that the vaccines provide is currently unknown. This is still being determined through continuous monitoring of the vaccine recipients in the trials. Until this is established, we must continue practicing minimum public health standards/BIDA behaviors - bawal walang face mask at face shield, i-sanitize ang kamay, dumistansya ng isang metro, at alamin ang tamang impormasyon.","DOH Master FAQs March 24, 2021"
Vaccine Efficacy,Department of Health,04/02/2021,Is this lifelong protection?,"Due to the relatively short observation period for Phase 3 trials, the actual duration of immunity that the vaccines provide is currently unknown. This is still being determined through continuous monitoring of the vaccine recipients in the trials. Until this is established, we must continue practicing minimum public health standards/BIDA behaviors - bawal walang face mask at face shield, i-sanitize ang kamay, dumistansya ng isang metro, at alamin ang tamang impormasyon.","DOH Master FAQs March 24, 2021"
Vaccine Efficacy,Department of Health,04/02/2021,How often should I get the vaccine after completing the dose if it isn't lifelong?,"Due to the relatively short observation period for Phase 3 trials, the actual duration of immunity that the vaccines provide is currently unknown. This is still being determined through continuous monitoring of the vaccine recipients in the trials. Until this is established, we must continue practicing minimum public health standards/BIDA behaviors - bawal walang face mask at face shield, i-sanitize ang kamay, dumistansya ng isang metro, at alamin ang tamang impormasyon.","DOH Master FAQs March 24, 2021"
Vaccine Efficacy,Department of Health,04/02/2021,Are the vaccines effective for the different variants?,"Emerging data seems to suggest that the current vaccines protect against the new variants. However, definitive studies are still under way to determine whether the vaccines currently being used will protect against the new variants. 

A small in vitro study showed that antibodies from people given the BNT162b2 (Pfizer) vaccine were able to neutralize SARS-CoV-2 variants with the N501Y mutation (this was not the UK variant B.1.1.7, which had more mutations). It seems very likely that the other vaccines will result in the same findings, based on expert opinion.","DOH Master FAQs March 24, 2021"
Vaccine Efficacy,Department of Health,04/02/2021,Are the vaccines effective for the UK variant?,"Emerging data seems to suggest that the current vaccines protect against the new variants. However, definitive studies are still under way to determine whether the vaccines currently being used will protect against the new variants. 

A small in vitro study showed that antibodies from people given the BNT162b2 (Pfizer) vaccine were able to neutralize SARS-CoV-2 variants with the N501Y mutation (this was not the UK variant B.1.1.7, which had more mutations). It seems very likely that the other vaccines will result in the same findings, based on expert opinion.","DOH Master FAQs March 24, 2021"
Vaccine Efficacy,Department of Health,04/02/2021,Do the available vaccines offer protection against the new strains of COVID-19?,"Emerging data seems to suggest that the current vaccines protect against the new variants. However, definitive studies are still under way to determine whether the vaccines currently being used will protect against the new variants. 

A small in vitro study showed that antibodies from people given the BNT162b2 (Pfizer) vaccine were able to neutralize SARS-CoV-2 variants with the N501Y mutation (this was not the UK variant B.1.1.7, which had more mutations). It seems very likely that the other vaccines will result in the same findings, based on expert opinion.","DOH Master FAQs March 24, 2021"
Vaccine Efficacy,Department of Health,04/02/2021,Can those who have been vaccinated stop wearing face masks/shields and observing minimum public health standards?,"No, everyone must continue observing minimum public health standards like wearing of face mask and shield, proper hand hygiene, and physical distancing. This is because no vaccine provides 100% protection from COVID-19 and there is still not enough available data regarding the duration of immunity provided by vaccines and their ability to prevent disease transmission. Until this is established, everyone should still take the necessary precautions for themselves and others.","DOH Master FAQs March 24, 2021"
Vaccine Safety,Department of Health,04/02/2021,Can i get a vaccine if i have COVID?,"Confirmed COVID-19 patients may be vaccinated after ninety (90) from the last day of isolation or treatment, regardless of disease severity. Persons presenting with symptoms such as fever/chills, headache, cough, colds, sore throat, myalgia, fatigue, weakness, loss of smell/taste, diarrhea, shortnes of breath/difficulty breathing, or rashes shall be referred to a physician for clinical evaluation and may only be vaccinated after full recovery from the acute illness as certified by their attending physician.","DOH Master FAQs March 24, 2021"
Vaccine Safety,Department of Health,04/02/2021,Are the vaccines safe for those currently COVID-19 positive?,"Confirmed COVID-19 patients may be vaccinated after ninety (90) from the last day of isolation or treatment, regardless of disease severity. Persons presenting with symptoms such as fever/chills, headache, cough, colds, sore throat, myalgia, fatigue, weakness, loss of smell/taste, diarrhea, shortnes of breath/difficulty breathing, or rashes shall be referred to a physician for clinical evaluation and may only be vaccinated after full recovery from the acute illness as certified by their attending physician.","DOH Master FAQs March 24, 2021"
Vaccine Safety,Department of Health,04/02/2021,Can I get the vaccine if I currently have COVID-19?,"Confirmed COVID-19 patients may be vaccinated after ninety (90) from the last day of isolation or treatment, regardless of disease severity. Persons presenting with symptoms such as fever/chills, headache, cough, colds, sore throat, myalgia, fatigue, weakness, loss of smell/taste, diarrhea, shortnes of breath/difficulty breathing, or rashes shall be referred to a physician for clinical evaluation and may only be vaccinated after full recovery from the acute illness as certified by their attending physician.","DOH Master FAQs March 24, 2021"
Vaccine Safety,Department of Health,04/02/2021,Can I get the vaccine if you are COVID-19 positive?,"Confirmed COVID-19 patients may be vaccinated after ninety (90) from the last day of isolation or treatment, regardless of disease severity. Persons presenting with symptoms such as fever/chills, headache, cough, colds, sore throat, myalgia, fatigue, weakness, loss of smell/taste, diarrhea, shortnes of breath/difficulty breathing, or rashes shall be referred to a physician for clinical evaluation and may only be vaccinated after full recovery from the acute illness as certified by their attending physician.","DOH Master FAQs March 24, 2021"
Vaccine Safety,Department of Health,04/02/2021,How long do I have to wait to get the COVID-19 vaccine after recovering from COVID?,"Confirmed COVID-19 patients may be vaccinated after ninety (90) from the last day of isolation or treatment, regardless of disease severity. Persons presenting with symptoms such as fever/chills, headache, cough, colds, sore throat, myalgia, fatigue, weakness, loss of smell/taste, diarrhea, shortnes of breath/difficulty breathing, or rashes shall be referred to a physician for clinical evaluation and may only be vaccinated after full recovery from the acute illness as certified by their attending physician.","DOH Master FAQs March 24, 2021"
Vaccine Doses and Frequency,Department of Health,04/02/2021,Can a second dose of a different brand be administered to a vaccinee? ,"No. The same brand is required to be given for a 2nd dose, to ensure the maximum protection of the vaccinee. The DOH is coordinating with the Local Government Units to ensure allocation of adequate doses of the same Philippine FDA-approved vaccine brand. ","DOH Master FAQs March 24, 2021"
Vaccine Doses and Frequency,Department of Health,04/02/2021,Can we switch brands?,"No. The same brand is required to be given for a 2nd dose, to ensure the maximum protection of the vaccinee. The DOH is coordinating with the Local Government Units to ensure allocation of adequate doses of the same Philippine FDA-approved vaccine brand. ","DOH Master FAQs March 24, 2021"
Vaccine Doses and Frequency,Department of Health,04/02/2021,Can we switch brands on the second dose?,"No. The same brand is required to be given for a 2nd dose, to ensure the maximum protection of the vaccinee. The DOH is coordinating with the Local Government Units to ensure allocation of adequate doses of the same Philippine FDA-approved vaccine brand. ","DOH Master FAQs March 24, 2021"
Vaccines General Info,Department of Health,04/02/2021,How do we ensure that the public is protected from false advertisements or claims of vaccine availability and distribution?,"The Philippine Food and Drug Administration (FDA) is the government’s regulatory body for all medicines in the country. Information regarding products including vaccines may be accessed at the FDA website at https://www.fda.gov.ph/. It shall continuously provide advisories to the public based on their monitoring of products in the market.  

Intensified vaccine information campaigns and risk communication strategies are also presently in place to protect the public from misinformation.","DOH Master FAQs March 24, 2021"
Getting Vaccinated,Department of Health,04/02/2021,Do potential vaccine recipients need to undergo RT-PCR testing first before getting vaccinated?,RT-PCR testing for COVID-19 is not required prior to vaccine administration.,"DOH Master FAQs March 24, 2021"
Getting Vaccinated,Department of Health,04/02/2021,"For government employees and the private sector, will registration be at the LGU of residence or at the LGU of workplace? What are the steps for registration?","Local government units (LGUs) are in charge of masterlisting or profiling. For other groups under eligible populations, detailed guidelines shall be developed and disseminated accordingly.","DOH Master FAQs March 24, 2021"
Vaccine Safety,Department of Health,04/02/2021,"If a person experienced an anaphylactic reaction from the 1st dose of a specific vaccine brand, can they get another brand? If yes, how long should the interval be?","Based on the Philippine FDA EUA of available vaccines here in the Philippines, occurrence of anaphylactic reaction after the 1st dose of COVID-19 vaccine is not advised for the inoculation of the 2nd dose of that vaccine type. Additionally, interchangeability of vaccine products is not recommended due to limited availability of scientific evidence.","DOH Master FAQs March 24, 2021"
Vaccines General Info,Department of Health,04/02/2021,Is vaccination mandatory?,"No, vaccination is not mandatory. But the government highly encourages the public to get vaccinated and be protected against preventable disease. ","DOH Master FAQs March 24, 2021"
Vaccine Safety,Department of Health,04/02/2021,Are there risks for complications when given the COVID-19 vaccine?,"Yes, like all other vaccines, there are risks of complications BUT SEVERE OR LIFE-THREATENING REACTIONS ARE EXTREMELY RARE. The benefit of protection against severe COVID-19 is greater than the risk. Anyone who will get the vaccine will be properly evaluated and closely monitored by health professionals to further minimize any risk. ","DOH Master FAQs March 24, 2021"
Vaccine Safety,World Health Organization,3/31/2021,Are the side effects normal?,"Like any vaccine, COVID-19 vaccines can cause mild side effects, such as a low-grade fever or pain or redness at the injection site. Most reactions to vaccines are mild and go away within a few days on their own. More serious or long-lasting side effects to vaccines are possible but extremely rare. Vaccines are continually monitored to detect rare adverse events. Reported side effects to COVID-19 vaccines have mostly been mild to moderate and short-lasting. They include: fever, fatigue, headache, muscle pain, chills, diarrhoea, and pain at the injection site. The chances of any of these side effects following vaccination differ according to the specific COVID-19 vaccine.",
Vaccine Safety,Department of Health,04/02/2021,What do I do if I experience side effects?,"After vaccination, the vaccine recipient shall be observed for adverse events for 15 minutes at the post-vaccination monitoring area. If the recipient has a history of asthma, anaphylaxis, or allergies to food, egg, or medicines, the observation time shall be 30 minutes. The post-vaccination monitoring area must be closely linked with an identified referral health facility. In the event of anaphylaxis or severe allergic reactions, healthcare providers in the monitoring area must be able to provide emergency treatment and resuscitative measures. 

Upon release from observation, vaccination staff must inform the vaccine recipient of specific facility, hotlines, and contact numbers for follow up and for reporting of any AEFI. Monitoring of all vaccinees for possible AEFIs will continue for one (1) year from date of vaccination through the vaccination site or through the recipient's primary care provider as assigned by LGUs.","DOH Master FAQs March 24, 2021"
Vaccine Safety,Department of Health,04/02/2021,What is the procedure for monitoring and managing adverse effect following immunization (AEFIs) ?,"After vaccination, the vaccine recipient shall be observed for adverse events for 15 minutes at the post-vaccination monitoring area. If the recipient has a history of asthma, anaphylaxis, or allergies to food, egg, or medicines, the observation time shall be 30 minutes. The post-vaccination monitoring area must be closely linked with an identified referral health facility. In the event of anaphylaxis or severe allergic reactions, healthcare providers in the monitoring area must be able to provide emergency treatment and resuscitative measures. 

Upon release from observation, vaccination staff must inform the vaccine recipient of specific facility, hotlines, and contact numbers for follow up and for reporting of any AEFI. Monitoring of all vaccinees for possible AEFIs will continue for one (1) year from date of vaccination through the vaccination site or through the recipient's primary care provider as assigned by LGUs.","DOH Master FAQs March 24, 2021"
Vaccine Brands,Department of Health,04/02/2021,Is Sinovac safe for senior citizens?,"Based on the Emergency Use Authorization (EUA), the Philippine Food and Drug Administration (FDA) recommended that the SINOVAC donation shall only be provided to 18 to 59 years old healthy population, and not recommended for healthcare workers with direct exposure to COVID-19 patients.
",https://doh.gov.ph/sites/default/files/health-update/NITAG-RESO4.pdf
